,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
19037,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
12487,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
21739,Older than 70,7,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,Black or African American alone,Female,low
8029,60-69,6,Never married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
8484,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Transport,Black or African American alone,Male,low
12184,40-49,4,Married,40-49,3,Associate Degree,7,private,Service/Hospitality,White alone,Female,low
21563,60-69,6,Separated,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
10539,40-49,4,Separated,40-49,3,Associate Degree,7,governmental,Office/Administrative Support,Black or African American alone,Female,low
13545,Older than 70,7,Separated,20-39,2,Bachelor Degree,8,self employed,"Science, Engineering, Technology",Black or African American alone,Male,high
11882,60-69,6,Separated,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
17798,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Female,low
4758,50-59,5,Married,More than 50,4,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Male,low
4243,40-49,4,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,low
10193,30-39,3,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
21172,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
17432,Younger than 25,1,Never married,More than 50,4,Bachelor Degree,8,governmental,Education,White alone,Female,low
8285,50-59,5,Married,More than 50,4,"Started High School, No Diploma",4,private,Transport,White alone,Male,high
5667,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,high
6770,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Construction/Extraction,White alone,Male,low
210,25-29,2,Never married,20-39,2,Bachelor Degree,8,private,Management/Business,White alone,Male,low
6138,40-49,4,Married,More than 50,4,"Started High School, No Diploma",4,private,Transport,White alone,Male,high
15604,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Education,White alone,Female,low
8728,50-59,5,Married,40-49,3,High School or GED Diploma,5,governmental,Office/Administrative Support,White alone,Male,high
18707,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
18643,25-29,2,Never married,Less than 20,1,Bachelor Degree,8,private,Healthcare/Medical Services,Black or African American alone,Male,low
1583,30-39,3,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",Other,Female,high
7637,60-69,6,Married,40-49,3,"Started High School, No Diploma",4,governmental,Transport,Black or African American alone,Male,high
15108,30-39,3,Separated,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
16556,30-39,3,Never married,20-39,2,Bachelor Degree,8,private,Protective Services,White alone,Male,low
21609,40-49,4,Separated,40-49,3,Associate Degree,7,governmental,Repair/Maintenance,White alone,Male,low
18651,25-29,2,Never married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,"Science, Engineering, Technology",Black or African American alone,Male,low
16436,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,Black or African American alone,Female,low
19055,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,high
4263,Older than 70,7,Married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,high
15384,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Sales,Black or African American alone,Male,low
2047,50-59,5,Married,40-49,3,Associate Degree,7,private,"Science, Engineering, Technology",White alone,Female,high
2734,25-29,2,Married,40-49,3,High School or GED Diploma,5,governmental,Protective Services,White alone,Male,low
2637,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Education,Other,Male,high
8413,50-59,5,Separated,More than 50,4,Bachelor Degree,8,private,Sales,White alone,Male,high
984,60-69,6,Separated,20-39,2,High School or GED Diploma,5,self employed,Management/Business,White alone,Male,low
14828,25-29,2,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Female,low
4449,30-39,3,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
4760,60-69,6,Separated,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Male,high
7678,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
10149,25-29,2,Never married,Less than 20,1,"Started College, No Diploma",6,private,Sales,White alone,Male,low
10915,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Male,low
14461,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
13125,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,Black or African American alone,Female,low
14988,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Management/Business,White alone,Male,high
21617,50-59,5,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,private,Office/Administrative Support,Black or African American alone,Female,high
13421,25-29,2,Married,40-49,3,Associate Degree,7,private,Construction/Extraction,White alone,Male,low
17068,50-59,5,Separated,20-39,2,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Female,low
7450,30-39,3,Never married,20-39,2,"Started College, No Diploma",6,private,"Science, Engineering, Technology",Black or African American alone,Female,low
1612,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,high
17091,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,Office/Administrative Support,White alone,Female,high
16643,50-59,5,Separated,20-39,2,Bachelor Degree,8,governmental,Military Services,White alone,Male,high
507,50-59,5,Never married,40-49,3,"Started High School, No Diploma",4,private,"Farming, Fishing, Forestry",Black or African American alone,Male,low
21840,50-59,5,Married,40-49,3,High School or GED Diploma,5,self employed,Service/Hospitality,White alone,Male,low
4818,60-69,6,Separated,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
6571,30-39,3,Married,More than 50,4,Bachelor Degree,8,private,Construction/Extraction,White alone,Male,high
21831,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
11417,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
1814,50-59,5,Married,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Male,high
21345,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,private,Sales,White alone,Female,high
20167,50-59,5,Widowed,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
10132,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Female,high
2759,50-59,5,Married,40-49,3,Doctorate Degree,10,private,Healthcare/Medical Services,White alone,Male,high
296,40-49,4,Separated,More than 50,4,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
21110,60-69,6,Married,20-39,2,Associate Degree,7,self employed,Office/Administrative Support,White alone,Female,low
16442,50-59,5,Widowed,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
16380,60-69,6,Married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Male,high
11998,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Counseling/Mental Health Services,White alone,Male,low
1825,50-59,5,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
11298,Older than 70,7,Married,20-39,2,"Started College, No Diploma",6,private,Entertainment,White alone,Female,low
16092,30-39,3,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
19232,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Protective Services,White alone,Female,low
8483,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,Management/Business,Black or African American alone,Female,low
12404,40-49,4,Never married,More than 50,4,"Started College, No Diploma",6,private,Transport,White alone,Male,low
9378,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Male,high
17438,40-49,4,Married,40-49,3,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Female,low
11961,40-49,4,Married,40-49,3,Associate Degree,7,private,Transport,Other,Male,high
1309,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
923,50-59,5,Married,40-49,3,Bachelor Degree,8,self employed,Management/Business,White alone,Male,high
5423,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",Black or African American alone,Female,high
9062,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Education,White alone,Female,low
18994,60-69,6,Married,Less than 20,1,Associate Degree,7,private,Office/Administrative Support,Black or African American alone,Female,low
10339,50-59,5,Married,40-49,3,Doctorate Degree,10,private,Finance/Accounting,Other,Female,high
4298,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Transport,White alone,Male,high
19648,30-39,3,Never married,More than 50,4,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Male,low
9082,25-29,2,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Entertainment,Other,Male,low
573,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Male,low
2017,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
12158,40-49,4,Separated,20-39,2,Master or other Degree Beyond Bachelor,9,private,Sales,White alone,Male,low
1992,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
389,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
12392,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,"Science, Engineering, Technology",White alone,Female,low
5825,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Sales,Black or African American alone,Female,low
15511,30-39,3,Married,More than 50,4,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,high
11496,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,high
16515,50-59,5,Never married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,Black or African American alone,Male,low
5136,40-49,4,Never married,More than 50,4,Bachelor Degree,8,governmental,Management/Business,Black or African American alone,Female,low
19961,60-69,6,Separated,40-49,3,High School or GED Diploma,5,self employed,Office/Administrative Support,White alone,Female,low
7748,30-39,3,Separated,40-49,3,Middle School,3,private,Transport,Other,Male,low
8018,60-69,6,Separated,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
5585,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Management/Business,Black or African American alone,Male,high
15522,50-59,5,Married,20-39,2,"Started College, No Diploma",6,private,Transport,White alone,Female,low
18675,30-39,3,Married,More than 50,4,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Female,high
17102,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Repair/Maintenance,Black or African American alone,Male,high
16021,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
10076,60-69,6,Married,40-49,3,High School or GED Diploma,5,governmental,Office/Administrative Support,White alone,Female,low
10141,50-59,5,Separated,40-49,3,Associate Degree,7,private,Production/Assembly,Black or African American alone,Female,high
9760,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
7051,30-39,3,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
